                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    315,                0.38091,                0.27728,                0.82053,                 0.9964,                 0.9816,                0.99413,                0.94581,                0.27886,                0.21164,                0.78339,             0.00076052,             0.00076052,             0.00076052
                    316,                 0.3757,                 0.2787,                0.82373,                 0.9969,                0.98715,                0.99401,                0.94462,                0.28761,                0.21304,                0.78502,             0.00075656,             0.00075656,             0.00075656
                    317,                0.37745,                0.25123,                0.83063,                0.99443,                0.97853,                 0.9937,                0.94976,                0.27749,                0.21366,                0.78411,              0.0007526,              0.0007526,              0.0007526
                    318,                0.37814,                0.27693,                0.83837,                0.99297,                 0.9816,                 0.9938,                0.94458,                 0.2776,                0.21288,                 0.7833,             0.00074864,             0.00074864,             0.00074864
                    319,                0.40129,                0.26704,                0.82557,                0.99381,                0.98432,                0.99411,                0.94963,                0.28454,                 0.2102,                0.78492,             0.00074468,             0.00074468,             0.00074468
                    320,                0.38547,                0.26236,                0.83934,                0.99637,                0.98773,                 0.9942,                0.94942,                 0.2837,                0.20893,                 0.7829,             0.00074072,             0.00074072,             0.00074072
                    321,                0.39387,                0.28102,                0.84296,                  0.996,                0.98773,                 0.9942,                0.94966,                0.28005,                0.21191,                0.78333,             0.00073676,             0.00073676,             0.00073676
                    322,                0.36337,                0.28057,                0.81288,                0.99381,                0.98571,                0.99404,                0.95229,                0.28182,                0.21058,                0.78393,              0.0007328,              0.0007328,              0.0007328
                    323,                 0.3529,                0.25282,                0.83832,                0.99687,                  0.978,                0.99356,                0.94608,                  0.283,                  0.213,                0.78205,             0.00072884,             0.00072884,             0.00072884
                    324,                 0.3961,                0.27562,                0.85035,                0.99377,                0.97831,                0.99381,                0.93716,                0.28656,                0.21632,                0.78151,             0.00072488,             0.00072488,             0.00072488
                    325,                0.38056,                0.26275,                0.82769,                0.99072,                0.98219,                0.99363,                0.93816,                0.27784,                0.21341,                0.78074,             0.00072092,             0.00072092,             0.00072092
                    326,                0.37477,                0.26593,                0.84237,                 0.9938,                0.98386,                0.99365,                0.94369,                0.26638,                0.21254,                0.78004,             0.00071696,             0.00071696,             0.00071696
                    327,                 0.3657,                0.26125,                0.83405,                0.99381,                0.98426,                0.99394,                0.94489,                0.27251,                0.21158,                0.77982,               0.000713,               0.000713,               0.000713
                    328,                0.34091,                0.26184,                0.82191,                0.99382,                0.98716,                0.99374,                0.94691,                0.25765,                0.20522,                0.77891,             0.00070904,             0.00070904,             0.00070904
                    329,                 0.3566,                0.26381,                0.82154,                0.99648,                 0.9816,                 0.9941,                0.94706,                0.26157,                0.20319,                0.77919,             0.00070508,             0.00070508,             0.00070508
                    330,                0.37295,                0.27387,                0.82893,                0.99691,                0.98872,                 0.9942,                0.94532,                0.27356,                 0.2093,                0.77928,             0.00070112,             0.00070112,             0.00070112
                    331,                0.39325,                0.26516,                0.83231,                0.99383,                0.98776,                0.99404,                0.94996,                0.27132,                0.20572,                0.77856,             0.00069716,             0.00069716,             0.00069716
                    332,                0.39333,                 0.2708,                 0.8489,                0.99381,                0.98442,                0.99397,                0.95079,                0.28602,                0.21472,                0.77886,              0.0006932,              0.0006932,              0.0006932
                    333,                0.38965,                0.27597,                0.81871,                0.99345,                0.98466,                0.99404,                0.95063,                0.27658,                0.20972,                0.77885,             0.00068924,             0.00068924,             0.00068924
                    334,                0.38227,                0.27167,                0.83492,                0.99647,                0.98466,                0.99395,                0.94254,                0.29733,                0.21122,                0.78142,             0.00068528,             0.00068528,             0.00068528
                    335,                 0.3855,                0.26428,                0.83321,                 0.9969,                0.98713,                0.99398,                0.95501,                 0.2697,                0.20574,                0.77813,             0.00068132,             0.00068132,             0.00068132
                    336,                0.36508,                0.25196,                0.83003,                 0.9968,                0.98466,                0.99398,                0.94867,                0.29413,                0.21112,                0.78145,             0.00067736,             0.00067736,             0.00067736
                    337,                0.34838,                0.24694,                 0.8336,                 0.9961,                0.98773,                0.99411,                0.95628,                0.26421,                 0.2013,                0.77942,              0.0006734,              0.0006734,              0.0006734
                    338,                0.34165,                0.24267,                0.83206,                0.99663,                0.98466,                0.99404,                0.95688,                0.26748,                0.20058,                0.77978,             0.00066944,             0.00066944,             0.00066944
                    339,                 0.3627,                0.24275,                0.81918,                0.99633,                0.98466,                0.99392,                0.95812,                0.26272,                0.19749,                0.77903,             0.00066548,             0.00066548,             0.00066548
                    340,                0.35388,                0.26335,                0.84482,                 0.9968,                0.98466,                0.99392,                0.95718,                0.26434,                0.19578,                0.77928,             0.00066152,             0.00066152,             0.00066152
                    341,                 0.3582,                0.25509,                0.82862,                0.99638,                0.98466,                0.99392,                0.95703,                0.26147,                0.20095,                0.77885,             0.00065756,             0.00065756,             0.00065756
                    342,                0.34893,                 0.2568,                0.81982,                 0.9964,                0.98466,                0.99382,                0.96076,                0.25588,                0.19817,                0.77799,              0.0006536,              0.0006536,              0.0006536
                    343,                0.36121,                0.25492,                 0.8298,                0.99624,                0.98466,                0.99367,                0.96066,                0.25889,                0.19812,                0.77853,             0.00064964,             0.00064964,             0.00064964
                    344,                0.39452,                0.25739,                0.83087,                0.99689,                0.98439,                0.99367,                0.95902,                0.24537,                0.19462,                0.77667,             0.00064568,             0.00064568,             0.00064568
                    345,                0.33238,                 0.2457,                0.81505,                0.99074,                0.98418,                0.99363,                0.95884,                0.24928,                0.20007,                0.77648,             0.00064172,             0.00064172,             0.00064172
                    346,                0.31723,                0.24385,                0.82088,                0.98477,                 0.9917,                0.99378,                0.95596,                0.24816,                0.19844,                0.77548,             0.00063776,             0.00063776,             0.00063776
                    347,                0.35116,                0.25277,                 0.8227,                0.98973,                 0.9908,                0.99394,                0.95501,                0.25231,                0.20232,                0.77586,              0.0006338,              0.0006338,              0.0006338
                    348,                0.33758,                0.25353,                0.83357,                 0.9969,                0.98672,                0.99401,                0.95289,                0.25901,                0.20161,                0.77669,             0.00062984,             0.00062984,             0.00062984
                    349,                0.33892,                0.24329,                0.82833,                0.99644,                0.98773,                0.99404,                0.95602,                0.25126,                0.19624,                0.77564,             0.00062588,             0.00062588,             0.00062588
                    350,                0.33686,                0.24163,                0.83055,                0.99606,                0.98466,                0.99404,                0.95842,                0.25185,                0.19794,                0.77599,             0.00062192,             0.00062192,             0.00062192
                    351,                0.36592,                0.25563,                0.82475,                0.99618,                0.98466,                0.99391,                0.95745,                0.25868,                0.20013,                0.77742,             0.00061796,             0.00061796,             0.00061796
                    352,                0.33634,                0.25079,                0.81748,                0.99082,                0.99301,                0.99395,                0.95977,                0.24731,                0.19536,                0.77717,               0.000614,               0.000614,               0.000614
                    353,                0.32441,                0.23201,                0.82198,                0.99386,                0.99233,                0.99397,                0.95756,                0.25516,                0.20083,                0.77771,             0.00061004,             0.00061004,             0.00061004
                    354,                0.35283,                0.25721,                0.83432,                0.99384,                0.99028,                0.99416,                0.95899,                0.25333,                0.20192,                0.77702,             0.00060608,             0.00060608,             0.00060608
                    355,                0.33299,                0.24788,                0.82213,                0.99079,                 0.9905,                0.99411,                0.95689,                0.25678,                0.20013,                0.77785,             0.00060212,             0.00060212,             0.00060212
                    356,                0.33175,                0.23631,                0.82719,                0.99323,                0.98466,                0.99388,                0.95849,                0.24849,                0.19604,                0.77628,             0.00059816,             0.00059816,             0.00059816
                    357,                0.33816,                0.26099,                0.81083,                0.99076,                0.98694,                0.99382,                 0.9631,                0.24698,                0.19575,                0.77608,              0.0005942,              0.0005942,              0.0005942
                    358,                0.35324,                 0.2475,                0.83457,                0.99688,                0.98067,                0.99389,                0.95799,                0.25176,                0.19692,                0.77708,             0.00059024,             0.00059024,             0.00059024
                    359,                0.35531,                0.25414,                0.84726,                0.99381,                0.98434,                0.99398,                0.96166,                0.23787,                0.19254,                0.77668,             0.00058628,             0.00058628,             0.00058628
                    360,                0.34676,                 0.2583,                0.82645,                0.98831,                0.98466,                0.99404,                0.95946,                0.24577,                 0.1948,                0.77765,             0.00058232,             0.00058232,             0.00058232
                    361,                0.31186,                0.23104,                0.81009,                0.99688,                0.98042,                0.99426,                 0.9622,                0.23834,                0.19479,                0.77726,             0.00057836,             0.00057836,             0.00057836
                    362,                0.35168,                 0.2544,                0.83116,                0.99336,                0.98773,                0.99417,                0.95926,                0.24407,                0.19622,                 0.7784,              0.0005744,              0.0005744,              0.0005744
                    363,                0.32884,                0.23779,                0.81392,                0.99619,                0.98773,                0.99408,                0.96054,                0.23775,                0.19398,                0.77773,             0.00057044,             0.00057044,             0.00057044
                    364,                0.34701,                0.25728,                0.83383,                0.99607,                0.98773,                0.99411,                0.96151,                0.25002,                0.19754,                0.77952,             0.00056648,             0.00056648,             0.00056648
                    365,                0.33346,                0.25071,                0.82713,                0.99605,                0.98773,                0.99432,                0.96386,                0.23833,                0.19747,                 0.7782,             0.00056252,             0.00056252,             0.00056252
                    366,                0.33782,                0.24367,                0.81636,                0.99449,                 0.9908,                 0.9946,                0.96236,                0.24369,                 0.1973,                 0.7787,             0.00055856,             0.00055856,             0.00055856
                    367,                0.33232,                0.24248,                0.82553,                0.99387,                0.99397,                0.99463,                0.96404,                0.24025,                0.19263,                0.77704,              0.0005546,              0.0005546,              0.0005546
                    368,                0.34756,                 0.2526,                0.83806,                 0.9934,                0.99693,                 0.9945,                0.96579,                0.24131,                 0.1964,                0.77665,             0.00055064,             0.00055064,             0.00055064
                    369,                0.34532,                0.24679,                0.82087,                0.99388,                0.99602,                0.99438,                0.96507,                0.23324,                  0.195,                 0.7755,             0.00054668,             0.00054668,             0.00054668
                    370,                0.32712,                 0.2444,                0.82685,                 0.9969,                0.98722,                0.99413,                0.96126,                0.23475,                0.19564,                0.77432,             0.00054272,             0.00054272,             0.00054272
                    371,                0.32449,                 0.2452,                0.82187,                0.99382,                0.98713,                0.99422,                0.95538,                0.24404,                0.19689,                0.77504,             0.00053876,             0.00053876,             0.00053876
                    372,                0.33786,                 0.2444,                0.82572,                0.99082,                0.99271,                0.99429,                0.96131,                0.23147,                 0.1916,                0.77398,              0.0005348,              0.0005348,              0.0005348
                    373,                0.31552,                0.23308,                   0.81,                0.99617,                0.98773,                0.99398,                0.96235,                0.22538,                0.18984,                0.77219,             0.00053084,             0.00053084,             0.00053084
                    374,                0.31639,                0.22878,                0.81839,                0.99691,                0.99033,                0.99404,                0.96303,                0.22469,                0.18385,                0.77259,             0.00052688,             0.00052688,             0.00052688
                    375,                0.30688,                0.22221,                0.81998,                0.99692,                0.99341,                0.99417,                0.96642,                 0.2271,                0.18457,                0.77242,             0.00052292,             0.00052292,             0.00052292
                    376,                0.33125,                0.23195,                0.83111,                0.99692,                0.99357,                0.99398,                0.96802,                0.22423,                0.18272,                0.77257,             0.00051896,             0.00051896,             0.00051896
                    377,                0.34548,                0.23996,                0.83134,                0.99692,                0.99359,                 0.9939,                0.96553,                0.22365,                0.18365,                0.77217,               0.000515,               0.000515,               0.000515
                    378,                0.30494,                0.23392,                0.82042,                0.99333,                0.99387,                0.99394,                0.96275,                0.23342,                0.18747,                0.77364,             0.00051104,             0.00051104,             0.00051104
                    379,                0.31445,                0.23056,                0.81821,                0.99383,                0.98744,                  0.994,                0.96322,                0.23579,                0.18958,                0.77336,             0.00050708,             0.00050708,             0.00050708
                    380,                 0.3163,                0.23687,                0.80388,                0.98977,                0.98773,                0.99398,                0.96188,                0.22905,                0.18502,                0.77362,             0.00050312,             0.00050312,             0.00050312
                    381,                0.33044,                0.23833,                0.82898,                0.99014,                0.98773,                0.99407,                0.96244,                0.23021,                0.18701,                0.77452,             0.00049916,             0.00049916,             0.00049916
                    382,                0.33287,                0.24432,                0.81851,                0.99075,                0.98773,                0.99423,                0.96096,                0.22787,                0.18528,                  0.774,              0.0004952,              0.0004952,              0.0004952
                    383,                0.32073,                0.23165,                0.83012,                0.98778,                 0.9915,                0.99429,                0.96472,                0.21825,                0.17872,                0.77248,             0.00049124,             0.00049124,             0.00049124
                    384,                0.32212,                0.23462,                0.81919,                0.99573,                0.98466,                0.99429,                0.96647,                0.22711,                0.18041,                0.77364,             0.00048728,             0.00048728,             0.00048728
                    385,                0.31231,                0.22862,                 0.8099,                0.99588,                0.98466,                0.99441,                0.96303,                0.23687,                0.18602,                0.77461,             0.00048332,             0.00048332,             0.00048332
                    386,                0.33266,                0.24386,                0.81273,                0.99626,                0.98466,                0.99422,                0.96452,                0.22676,                0.18086,                0.77431,             0.00047936,             0.00047936,             0.00047936
                    387,                0.33523,                0.24965,                0.81925,                0.99641,                0.98466,                0.99413,                0.96721,                0.22699,                0.18368,                0.77378,              0.0004754,              0.0004754,              0.0004754
                    388,                0.34008,                0.24324,                 0.8243,                0.99082,                0.99278,                0.99435,                0.96378,                0.23413,                0.18283,                0.77508,             0.00047144,             0.00047144,             0.00047144
                    389,                0.32002,                0.24283,                0.82486,                0.99385,                0.99222,                0.99441,                0.96598,                0.22635,                0.18057,                0.77475,             0.00046748,             0.00046748,             0.00046748
                    390,                0.30846,                0.23218,                0.81561,                0.99693,                 0.9948,                0.99451,                0.96598,                0.22603,                0.18421,                0.77457,             0.00046352,             0.00046352,             0.00046352
                    391,                0.32793,                 0.2266,                0.82881,                 0.9941,                0.99387,                0.99463,                0.96895,                0.22081,                0.18131,                0.77377,             0.00045956,             0.00045956,             0.00045956
                    392,                0.32239,                0.24126,                0.85193,                0.99269,                0.99693,                0.99454,                0.96979,                0.22085,                0.17971,                0.77336,              0.0004556,              0.0004556,              0.0004556
                    393,                0.32068,                0.22655,                  0.825,                0.99385,                0.99693,                0.99441,                0.96784,                0.22369,                0.17766,                0.77369,             0.00045164,             0.00045164,             0.00045164
                    394,                 0.3212,                0.24437,                0.83218,                0.99386,                0.99333,                0.99425,                 0.9653,                0.21859,                0.17498,                0.77338,             0.00044768,             0.00044768,             0.00044768
                    395,                 0.3142,                0.22833,                0.82375,                0.99385,                0.99065,                0.99396,                0.96455,                0.21965,                0.17826,                0.77316,             0.00044372,             0.00044372,             0.00044372
                    396,                0.29784,                 0.2227,                0.80551,                0.99048,                 0.9908,                0.99399,                  0.964,                0.21997,                0.17967,                0.77154,             0.00043976,             0.00043976,             0.00043976
                    397,                0.30937,                0.22672,                0.81348,                0.99041,                 0.9908,                0.99418,                0.96688,                0.22361,                0.18066,                0.77183,              0.0004358,              0.0004358,              0.0004358
                    398,                0.32281,                0.22996,                0.82271,                0.99082,                0.99358,                0.99412,                0.96731,                0.22055,                0.17597,                0.77113,             0.00043184,             0.00043184,             0.00043184
                    399,                0.32898,                0.23656,                0.82837,                0.99085,                0.99603,                0.99396,                0.97049,                  0.217,                0.17209,                0.77075,             0.00042788,             0.00042788,             0.00042788
                    400,                0.30929,                 0.2353,                0.81444,                0.98975,                0.99693,                0.99407,                0.96841,                 0.2133,                0.16901,                0.77008,             0.00042392,             0.00042392,             0.00042392
                    401,                0.31095,                0.22451,                0.81973,                0.98986,                0.99693,                0.99403,                0.96705,                0.21603,                0.17054,                0.77083,             0.00041996,             0.00041996,             0.00041996
                    402,                0.29202,                0.21492,                0.81752,                0.99319,                0.98773,                  0.994,                 0.9678,                 0.2133,                 0.1721,                0.77067,               0.000416,               0.000416,               0.000416
                    403,                0.31891,                0.22686,                0.82154,                0.99381,                 0.9853,                0.99395,                 0.9688,                0.21633,                0.17019,                0.77058,             0.00041204,             0.00041204,             0.00041204
                    404,                0.31799,                 0.2268,                0.81721,                 0.9969,                0.98538,                0.99413,                 0.9675,                0.21231,                0.17178,                0.77033,             0.00040808,             0.00040808,             0.00040808
                    405,                0.30072,                0.22329,                0.80948,                  0.993,                0.98773,                0.99435,                0.96596,                0.21356,                 0.1727,                0.77023,             0.00040412,             0.00040412,             0.00040412
                    406,                0.30665,                0.22288,                0.82493,                0.99082,                0.99351,                0.99413,                0.96601,                0.21273,                 0.1724,                 0.7704,             0.00040016,             0.00040016,             0.00040016
                    407,                0.32037,                0.25048,                0.81566,                0.99084,                0.99545,                  0.994,                0.96974,                0.20917,                0.17456,                0.77025,              0.0003962,              0.0003962,              0.0003962
                    408,                0.32386,                0.25622,                0.81188,                0.99386,                0.99334,                0.99413,                0.96804,                0.20918,                 0.1714,                0.77038,             0.00039224,             0.00039224,             0.00039224
                    409,                0.30154,                0.21848,                0.81355,                0.99386,                0.99337,                0.99435,                 0.9672,                0.20598,                0.17198,                0.77043,             0.00038828,             0.00038828,             0.00038828
                    410,                0.29185,                0.21754,                0.80711,                0.99384,                0.99055,                0.99438,                0.97068,                0.20748,                0.17239,                0.77037,             0.00038432,             0.00038432,             0.00038432
                    411,                0.30595,                0.21311,                0.81736,                0.99358,                 0.9908,                0.99425,                0.97303,                0.20575,                 0.1678,                0.77018,             0.00038036,             0.00038036,             0.00038036
                    412,                0.29655,                0.21899,                0.81251,                0.99386,                0.99323,                0.99413,                0.97298,                0.20312,                0.16886,                0.76926,              0.0003764,              0.0003764,              0.0003764
                    413,                0.30067,                0.22409,                0.82322,                0.98982,                0.99693,                0.99407,                0.96942,                0.20748,                0.17019,                0.76931,             0.00037244,             0.00037244,             0.00037244
                    414,                0.30338,                0.22792,                0.83003,                0.99616,                 0.9908,                0.99426,                 0.9671,                0.20984,                0.16861,                0.76897,             0.00036848,             0.00036848,             0.00036848
                    415,                0.29222,                0.21416,                0.82092,                0.99384,                0.99049,                0.99426,                0.96855,                0.20624,                0.16629,                0.76834,             0.00036452,             0.00036452,             0.00036452
                    416,                0.29348,                0.21989,                0.81011,                0.99384,                0.99036,                0.99409,                0.97168,                0.19719,                0.16183,                0.76844,             0.00036056,             0.00036056,             0.00036056
                    417,                0.28919,                0.20593,                0.80954,                0.99384,                0.99052,                0.99392,                 0.9705,                 0.2036,                0.16754,                0.76903,              0.0003566,              0.0003566,              0.0003566
                    418,                0.29497,                0.21935,                0.80451,                0.99295,                 0.9908,                0.99385,                0.96847,                0.21183,                0.16802,                0.76972,             0.00035264,             0.00035264,             0.00035264
                    419,                0.30855,                0.22757,                0.82068,                0.99333,                0.98773,                0.99385,                0.96823,                0.21393,                0.16985,                 0.7697,             0.00034868,             0.00034868,             0.00034868
                    420,                0.32674,                0.22766,                0.82855,                0.99381,                0.98428,                0.99386,                0.97052,                0.20705,                0.16674,                0.76886,             0.00034472,             0.00034472,             0.00034472
                    421,                 0.2913,                0.21373,                0.80772,                0.98778,                0.99222,                  0.994,                0.96767,                0.20916,                0.17044,                0.76859,             0.00034076,             0.00034076,             0.00034076
                    422,                0.30094,                0.21764,                0.81473,                0.99381,                0.98437,                0.99403,                0.96872,                0.20714,                0.16939,                0.76881,              0.0003368,              0.0003368,              0.0003368
                    423,                0.28164,                0.20925,                0.81311,                0.98776,                0.99033,                0.99404,                0.96957,                 0.2134,                0.16825,                0.77004,             0.00033284,             0.00033284,             0.00033284
                    424,                0.29714,                0.21778,                0.80755,                0.99082,                0.99368,                  0.994,                0.97064,                0.20908,                0.16641,                0.76993,             0.00032888,             0.00032888,             0.00032888
                    425,                0.27139,                0.20284,                0.81631,                0.99068,                0.99387,                0.99401,                0.97012,                0.20471,                 0.1682,                0.76848,             0.00032492,             0.00032492,             0.00032492
                    426,                0.29848,                0.21885,                0.81481,                0.99085,                 0.9964,                0.99404,                0.97256,                0.20727,                0.16513,                0.76808,             0.00032096,             0.00032096,             0.00032096
                    427,                0.29845,                 0.2169,                0.81794,                0.99321,                0.99387,                0.99404,                0.97096,                0.20323,                0.16037,                0.76752,               0.000317,               0.000317,               0.000317
                    428,                0.30748,                 0.2198,                0.82564,                0.99369,                0.99387,                0.99398,                0.97217,                0.20386,                0.16074,                0.76775,             0.00031304,             0.00031304,             0.00031304
                    429,                0.28103,                0.20962,                0.81682,                0.99348,                0.99387,                0.99392,                0.97019,                0.20318,                0.16183,                 0.7673,             0.00030908,             0.00030908,             0.00030908
                    430,                0.27367,                0.20541,                0.81097,                0.99386,                0.99345,                0.99407,                0.96948,                0.20679,                0.16125,                0.76716,             0.00030512,             0.00030512,             0.00030512
                    431,                0.29031,                0.21354,                0.82479,                0.99083,                  0.994,                 0.9941,                0.97072,                0.20646,                0.16191,                0.76702,             0.00030116,             0.00030116,             0.00030116
                    432,                0.28253,                0.21457,                 0.8306,                0.99082,                0.99306,                0.99398,                0.97113,                 0.2031,                0.16161,                0.76651,              0.0002972,              0.0002972,              0.0002972
                    433,                0.29361,                0.22044,                0.81391,                0.99381,                 0.9908,                0.99392,                0.97147,                0.19982,                0.16096,                0.76679,             0.00029324,             0.00029324,             0.00029324
                    434,                0.29134,                0.20932,                0.80528,                0.99384,                0.99029,                0.99401,                0.96965,                0.19937,                0.16105,                0.76662,             0.00028928,             0.00028928,             0.00028928
                    435,                 0.2937,                0.21537,                0.80929,                0.99357,                0.98466,                0.99392,                0.96943,                0.20596,                0.16015,                  0.767,             0.00028532,             0.00028532,             0.00028532
                    436,                0.29563,                0.20687,                0.81064,                0.99076,                0.98726,                0.99398,                0.97132,                0.20771,                0.16241,                0.76764,             0.00028136,             0.00028136,             0.00028136
                    437,                0.29572,                0.21055,                0.81832,                0.99077,                0.98752,                0.99392,                0.97152,                0.19924,                0.15756,                 0.7673,              0.0002774,              0.0002774,              0.0002774
                    438,                 0.2923,                0.22543,                0.82103,                0.99077,                0.98759,                0.99391,                0.97199,                0.19467,                0.15815,                 0.7672,             0.00027344,             0.00027344,             0.00027344
                    439,                 0.2932,                0.21109,                0.81847,                0.99077,                0.98753,                0.99401,                 0.9701,                0.19784,                0.15962,                0.76762,             0.00026948,             0.00026948,             0.00026948
                    440,                0.27406,                0.21041,                0.80276,                0.99077,                0.98753,                0.99401,                0.96956,                0.19501,                0.15796,                0.76665,             0.00026552,             0.00026552,             0.00026552
                    441,                  0.298,                0.22156,                0.80027,                0.99384,                0.99054,                0.99422,                0.97105,                 0.2007,                0.16077,                0.76712,             0.00026156,             0.00026156,             0.00026156
                    442,                0.29352,                0.21048,                0.83026,                0.99385,                0.99062,                0.99428,                0.97049,                0.19783,                0.16017,                0.76588,              0.0002576,              0.0002576,              0.0002576
                    443,                0.28917,                0.21129,                0.82098,                0.99385,                0.99065,                0.99428,                0.97043,                0.19493,                0.15801,                0.76564,             0.00025364,             0.00025364,             0.00025364
                    444,                0.28221,                0.21559,                0.81433,                0.99384,                0.99055,                0.99428,                0.97245,                0.19527,                 0.1562,                0.76612,             0.00024968,             0.00024968,             0.00024968
                    445,                0.28084,                0.21368,                0.81096,                0.99384,                0.99059,                0.99412,                 0.9714,                0.19466,                0.15684,                0.76629,             0.00024572,             0.00024572,             0.00024572
                    446,                0.28831,                0.21351,                0.80802,                0.99385,                0.99072,                0.99416,                0.97338,                 0.1896,                0.15614,                 0.7656,             0.00024176,             0.00024176,             0.00024176
                    447,                0.28894,                0.21404,                0.81737,                0.99049,                0.98773,                0.99408,                0.97238,                0.19019,                0.15654,                0.76515,              0.0002378,              0.0002378,              0.0002378
                    448,                0.30266,                0.21594,                0.84589,                0.99689,                0.98445,                 0.9942,                0.97319,                 0.1868,                 0.1537,                0.76521,             0.00023384,             0.00023384,             0.00023384
                    449,                0.27706,                0.20906,                0.80576,                0.99356,                 0.9908,                0.99429,                0.97224,                0.18703,                0.15302,                0.76558,             0.00022988,             0.00022988,             0.00022988
                    450,                0.28071,                0.22501,                0.79088,                0.99627,                0.98466,                 0.9941,                0.97252,                0.18534,                 0.1537,                0.76553,             0.00022592,             0.00022592,             0.00022592
                    451,                0.26836,                0.20413,                0.81792,                 0.9964,                0.98466,                0.99404,                 0.9727,                0.18707,                0.15301,                0.76582,             0.00022196,             0.00022196,             0.00022196
                    452,                0.25626,                0.19605,                0.80403,                0.99659,                0.98466,                0.99407,                0.97069,                0.18926,                0.15454,                 0.7657,               0.000218,               0.000218,               0.000218
                    453,                0.26737,                 0.2082,                0.79993,                0.99382,                0.98715,                0.99404,                0.97158,                0.18432,                0.15182,                 0.7657,             0.00021404,             0.00021404,             0.00021404
                    454,                0.28734,                 0.2013,                0.80064,                0.99652,                0.98466,                0.99404,                0.97348,                0.18368,                0.14965,                0.76579,             0.00021008,             0.00021008,             0.00021008
                    455,                0.25551,                 0.2014,                0.80733,                0.99674,                0.98466,                0.99398,                0.97426,                0.18173,                0.15049,                0.76529,             0.00020612,             0.00020612,             0.00020612
                    456,                0.25392,                0.19459,                0.80629,                 0.9969,                 0.9875,                0.99407,                0.97474,                0.18431,                0.14954,                0.76535,             0.00020216,             0.00020216,             0.00020216
                    457,                0.26705,                0.20647,                0.80777,                0.99689,                0.98436,                0.99404,                0.97323,                0.18102,                0.14669,                0.76559,              0.0001982,              0.0001982,              0.0001982
                    458,                0.25525,                0.20123,                0.80328,                0.99342,                 0.9908,                0.99413,                0.97268,                 0.1813,                0.14505,                 0.7657,             0.00019424,             0.00019424,             0.00019424
                    459,                0.28262,                0.20974,                0.81283,                0.99058,                0.98773,                0.99398,                0.97221,                0.18068,                0.14852,                 0.7648,             0.00019028,             0.00019028,             0.00019028
                    460,                0.26695,                0.19975,                0.80696,                0.99354,                 0.9908,                 0.9941,                 0.9729,                0.18349,                0.14919,                 0.7649,             0.00018632,             0.00018632,             0.00018632
                    461,                0.26917,                0.19118,                0.80901,                 0.9935,                 0.9908,                0.99413,                0.97285,                0.18125,                0.14667,                 0.7646,             0.00018236,             0.00018236,             0.00018236
                    462,                0.24829,                0.18901,                0.80096,                 0.9935,                 0.9908,                0.99413,                0.97247,                0.17836,                0.14451,                0.76406,              0.0001784,              0.0001784,              0.0001784
                    463,                 0.2684,                0.20719,                0.80051,                0.99352,                 0.9908,                0.99416,                0.97282,                 0.1801,                0.14797,                0.76383,             0.00017444,             0.00017444,             0.00017444
                    464,                0.27424,                0.20441,                0.81781,                0.99351,                 0.9908,                0.99416,                0.97307,                0.17952,                0.14712,                0.76357,             0.00017048,             0.00017048,             0.00017048
                    465,                0.24674,                0.18656,                0.79299,                0.99346,                 0.9908,                0.99422,                0.97391,                0.17611,                0.14696,                0.76317,             0.00016652,             0.00016652,             0.00016652
                    466,                0.26017,                0.19167,                0.80106,                0.99346,                 0.9908,                0.99416,                0.97434,                0.17479,                0.14383,                0.76364,             0.00016256,             0.00016256,             0.00016256
                    467,                0.25093,                0.19226,                0.80403,                0.99349,                 0.9908,                0.99413,                0.97603,                0.17517,                0.14579,                0.76407,              0.0001586,              0.0001586,              0.0001586
                    468,                 0.2659,                 0.1939,                0.80741,                0.99356,                 0.9908,                0.99413,                0.97496,                0.17399,                0.14587,                0.76367,             0.00015464,             0.00015464,             0.00015464
                    469,                0.24062,                0.18438,                0.80078,                0.99352,                 0.9908,                0.99413,                0.97432,                0.17692,                0.14364,                0.76396,             0.00015068,             0.00015068,             0.00015068
                    470,                0.26682,                 0.2045,                0.79963,                 0.9935,                 0.9908,                0.99413,                0.97481,                0.17907,                0.14497,                 0.7643,             0.00014672,             0.00014672,             0.00014672
                    471,                0.28183,                0.21259,                 0.8099,                 0.9935,                 0.9908,                0.99407,                0.97478,                0.17513,                0.14362,                0.76376,             0.00014276,             0.00014276,             0.00014276
                    472,                0.27567,                0.19931,                0.81788,                0.99386,                0.99352,                 0.9941,                0.97662,                0.17495,                0.14279,                0.76331,              0.0001388,              0.0001388,              0.0001388
                    473,                0.25492,                 0.1874,                0.81582,                0.99387,                0.99519,                0.99417,                0.97605,                0.17529,                0.14065,                0.76335,             0.00013484,             0.00013484,             0.00013484
                    474,                0.26358,                0.19111,                0.81728,                0.99387,                0.99424,                 0.9942,                0.97562,                0.17435,                0.14014,                0.76355,             0.00013088,             0.00013088,             0.00013088
                    475,                0.25693,                0.18694,                0.82029,                0.99386,                0.99346,                0.99414,                0.97516,                0.17271,                0.14082,                0.76335,             0.00012692,             0.00012692,             0.00012692
